000,-21,-39
001,-21,-39
002,-21,-39
003,-21,-38
004,-21,-38
005,-21,-38
006,-21,-38
007,-21,-38
008,-21,-38
009,-21,-38
010,-21,-38
011,-21,-38
012,-21,-38
013,-21,-38
014,-21,-38
015,-21,-38
016,-21,-38
017,-21,-39
018,-21,-39
019,-21,-39
020,-21,-39
021,-21,-39
022,-21,-39
023,-21,-39
024,-21,-38
025,-21,-38
026,-21,-39
027,-21,-39
028,-21,-39
029,-21,-39
030,-21,-39
031,-21,-39
032,-21,-39
033,-21,-39
034,-21,-39
035,-21,-38
036,-20,-38
037,-20,-38
038,-20,-38
039,-20,-37
040,-20,-37
041,-20,-37
042,-20,-36
043,-20,-36
044,-20,-36
045,-20,-36
046,-20,-36
047,-20,-36
048,-20,-36
049,-20,-36
050,-20,-37
051,-20,-37
052,-20,-37
053,-21,-38
054,-21,-38
055,-21,-39
056,-21,-39
057,-21,-39
058,-21,-39
059,-21,-39
060,-21,-39
061,-21,-40
062,-21,-40
063,-20,-40
064,-20,-40
065,-20,-41
066,-20,-41
067,-20,-41
068,-20,-41
069,-20,-41
070,-20,-41
071,-20,-41
072,-20,-40
073,-20,-40
074,-21,-39
075,-21,-38
076,-21,-38
077,-21,-38
078,-21,-38
079,-21,-37
080,-21,-38
081,-21,-37
082,-21,-38
083,-21,-38
084,-21,-38
085,-21,-38
086,-21,-38
087,-21,-38
088,-21,-38
089,-21,-39
090,-21,-38
091,-21,-39
092,-21,-39
093,-21,-39
094,-21,-39
095,-21,-41
096,-21,-41
097,-20,-40
098,-20,-40
099,-20,-40
100,-20,-40
101,-20,-39
102,-20,-39
103,-20,-39
104,-20,-39
105,-21,-41
106,-21,-40
107,-20,-41
108,-20,-42
109,-19,-41
110,-19,-40
111,-19,-41
112,-19,-41
113,-19,-41
114,-20,-41
115,-20,-41
116,-20,-41
117,-20,-41
118,-20,-41
119,-21,-41
120,-19,-45
121,-18,-46
122,-18,-47
123,-19,-48
124,-21,-49
125,-22,-49
126,-24,-50
127,-25,-50
128,-26,-50
129,-26,-49
130,-27,-48
131,-28,-46
132,-30,-45
133,-30,-45
134,-29,-44
135,-28,-43
136,-28,-46
137,-29,-48
138,-29,-48
139,-29,-48
140,-29,-47
141,-29,-45
142,-29,-44
143,-29,-43
144,-29,-42
145,-37,-45
146,-40,-45
147,-41,-44
148,-41,-43
149,-42,-43
150,-42,-46
151,-41,-46
152,-40,-48
153,-39,-49
154,-35,-47
155,-27,-45
156,-20,-44
157,-20,-43
158,-20,-44
159,-20,-43
160,-20,-42
161,-20,-42
162,-20,-42
163,-23,-43
164,-25,-44
165,-24,-44
166,-22,-44
167,-21,-44
168,-21,-43
169,-21,-42
170,-21,-46
171,-22,-46
172,-22,-47
173,-22,-47
174,-22,-47
175,-22,-48
176,-22,-48
177,-22,-48
178,-22,-48
179,-22,-48
180,-21,-48
181,-21,-47
182,-21,-47
183,-21,-46
184,-21,-46
185,-21,-45
186,-20,-25
187,-20,-25
188,-20,-25
189,-20,-25
190,-20,-25
191,-21,-39
192,-21,-39
193,-21,-39
194,-21,-39
195,-21,-39
196,-21,-39
197,-21,-39
198,-21,-39
199,-21,-39
200,-21,-39
201,-21,-38
202,-21,-37
203,-21,-35
204,-21,-34
205,-21,-34
206,-21,-34
207,-21,-48
208,-21,-44
209,-21,-44
210,-21,-42
211,-21,-40
212,-21,-42
213,-21,-43
214,-21,-44
215,-21,-44
216,-21,-44
217,-21,-43
218,-21,-43
219,-21,-43
220,-21,-43
221,-21,-44
222,-21,-44
223,-21,-40
224,-21,-39
225,-19,-44
226,-18,-45
227,-18,-46
228,-19,-47
229,-21,-48
230,-22,-48
231,-24,-49
232,-25,-49
233,-26,-49
234,-27,-48
235,-28,-47
236,-28,-45
237,-30,-44
238,-30,-44
239,-29,-43
240,-28,-42
241,-28,-45
242,-29,-47
243,-29,-47
244,-29,-47
245,-29,-46
246,-29,-44
247,-29,-43
248,-29,-42
249,-29,-41
250,-21,-39
251,-21,-39
252,-21,-39
253,-21,-38
254,-21,-38
255,-21,-38
256,-21,-38
257,-21,-38
258,-21,-38
259,-21,-38
260,-21,-38
261,-21,-38
262,-21,-38
263,-21,-38
264,-21,-38
265,-21,-38
266,-21,-38
267,-21,-39
268,-21,-39
269,-21,-39
270,-21,-38
271,-20,-38
272,-20,-38
273,-20,-38
274,-20,-37
275,-20,-37
276,-20,-37
277,-20,-36
278,-20,-36
279,-20,-36
280,-20,-36
281,-20,-36
282,-20,-36
283,-20,-36
284,-20,-36
285,-20,-37
286,-20,-37
287,-20,-37
288,-21,-38
289,-21,-38
290,-21,-38
291,-21,-37
292,-24,-37
293,-26,-37
294,-28,-37
295,-31,-37
296,-32,-37
297,-34,-37
298,-35,-37
299,-35,-37
300,-35,-37
301,-35,-37
302,-31,-37
303,-28,-37
304,-25,-37
305,-23,-37
306,-22,-37
307,-21,-37
308,-21,-37
309,-21,-37
310,-21,-37
311,-21,-37
312,-21,-37
313,-21,-38
314,-21,-38
315,-22,-38
316,-33,-38
317,-29,-38
318,-21,-38
319,-21,-38
320,-21,-40
321,-21,-40
322,-21,-41
323,-21,-41
324,-21,-42
325,-21,-41
326,-21,-42
327,-21,-40
328,-21,-41
329,-21,-40
330,-21,-46
331,-21,-45
332,-20,-45
333,-20,-45
334,-20,-45
335,-20,-44
336,-20,-44
337,-20,-44
338,-20,-43
339,-20,-43
340,-22,-41
341,-22,-42
342,-21,-44
343,-20,-45
344,-20,-43
345,-21,-41
346,-21,-40
347,-21,-39
348,-20,-39
349,-20,-40
350,-20,-40
351,-20,-39
352,-20,-39
353,-20,-39
354,-21,-40

